SiteID,start_year,end_year,n_obs,Protocol,slope_richness,p_richness,slope_temp,p_temp,slope_flow,p_flow,Latitude,Longitude,seg_id_nat,elevation,HFP_mean,slope_salinity,p_salinity,slope_organic,p_organic,mean_salinity,mean_organic,mean_temp,mean_flow,geometry,HYBAS_ID,slope_LCBD,p_LCBD,slope_Fdis,p_Fdis,zone
S11103,1994,2017,6,Electrofishing,0.22782255,0.04235396,0.009578056,0.309162695,-0.014710663,0.641696056,50.5143,-4.720061967,20361732,111,23.808794,3.181964874,0.030929149,0.0487957,0.602441686,144.1491699,2.016369104,12.25779902,8.790846036,POINT (-4.720061967 50.5143),2040048790,8.20E-07,1,0.000248485,0.848311703,Intermediate
S5463,1995,2017,20,Electrofishing_partialsection,-0.121256319,0.313786822,0.03986149,0.139144175,-0.459454922,0.343490453,45.81653,5.212405908,20485389,201,23.853634,27.24432373,0.526178097,-1.032878494,0.169645513,650.0170898,5.63472271,13.06049254,107.7572853,POINT (5.212405908 45.81653),2040016230,-1.33E-05,0.008589179,0.021917083,0.229969078,Warm
S10749,1983,2013,5,Electrofishing,-0.153093109,0.093571636,0.016752389,0.117895002,-0.006789217,0.639084197,50.52053,-4.164734616,20362223,105,23.894447,22.9687389,0.184932287,0.021755007,0.945797043,195.2702484,16.55673599,11.98816545,6.745682627,POINT (-4.164734616 50.52053),2040048790,-5.53E-06,0.086410733,,,Intermediate
S7798,2004,2018,13,Electrofishing_backpack,0,0.43483503,0.005487257,0.552615125,-0.170974939,0.733376267,65.89096,19.4263,20056278,307,23.918861,-0.433905707,0.234954784,-0.147249579,0.013347576,158.2020874,0.165168762,4.714725056,117.8320473,POINT (19.4263 65.89096),2040030110,3.89E-07,0.854777098,,,Cold
S12299,2002,2014,11,Electrofishing_backpack,0,0.777758349,-0.014797554,0.502158252,1.706046843,0.015300648,65.14399,25.67367,20068856,42,23.931484,-2.571985881,0.669334014,-0.064238483,0.502158252,195.6147614,0.476563185,5.905687085,22.18245132,POINT (25.67367 65.14399),2040029950,-3.85E-06,0.161124949,,,Cold
S526,1990,2012,4,Electrofishing_backpack,0.090909091,0.168052093,-0.001868126,0.87409218,0.022547581,0.573438028,56.21348,14.51557,20230574,56,23.94836,-1.382829939,0.26732702,-0.685039944,0.072508667,22.29878044,1.724782586,10.02757554,4.085951858,POINT (14.51557 56.21348),2040031500,-1.09E-06,0.308179547,-0.031753959,1,Intermediate
S3277,1989,2004,7,Electrofishing_wholesection,0,0.950553815,0.005460943,0.752641983,1.325362586,0.232763326,49.03767,1.806881525,20398989,139,23.972393,-58.45298817,0.44404364,-5.066509883,0.001892819,740.4143066,9.502801895,13.93109318,59.91425728,POINT (1.806881525 49.03767),2040022150,-1.24E-05,0.016260937,,,Warm
S3167,1985,2004,11,Electrofishing_partialsection,0,0.280875875,0.063859713,0.064411013,0.045673118,0.935876225,49.06686,1.310078783,20396903,54,23.985363,-74.37921651,0.256144967,-13.66800814,0.003152837,1002.007141,23.84131813,13.64931772,17.41572411,POINT (1.310078783 49.06686),2040022150,-7.47E-06,0.533416513,0.006310121,1,Warm
S2264,1994,2004,11,Electrofishing_wholesection,0,0.947970011,0.024491772,0.755496875,0.173047542,0.682281582,47.74746,1.655702491,20433498,83,23.985912,32.10502116,0.640428787,0.888875961,0.876269664,282.4602661,15.39858913,13.43657569,15.08641592,POINT (1.655702491 47.74746),2040021030,-5.95E-06,0.436274929,-0.036653701,0.876269664,Warm
S10097,2002,2018,13,Electrofishing,0,0.515456024,0.002091747,0.967142331,0.035163689,0.73714834,54.59679,-3.180626579,20258577,54,24,9.468057251,0.17403358,3.390476227,0.052861148,121.6638031,2.522948265,9.512184399,10.02035671,POINT (-3.180626579 54.59679),2040048790,1.36E-06,0.058587575,-0.000918456,0.760332308,Intermediate
S10270,2003,2017,6,Electrofishing,0,0.406562994,-0.029838133,0.373053116,0.058902796,0.677016611,54.6484,-3.465323986,20257645,57,24,-2.694671631,1,-3.938022614,0.198210619,414.8329468,22.59482574,9.659809929,15.98114066,POINT (-3.465323986 54.6484),2040048790,8.50E-07,0.707114231,-0.011329274,1,Intermediate
S11242,2003,2016,4,Electrofishing,0.208893187,0.983814023,-0.043396701,0.273561412,0.102699813,0.075276864,50.94477,0.037177575,20349892,25,24,-296.3324069,0.443421403,-7.979593913,0.381074482,1305.235229,56.68212891,12.80874997,3.3256927,POINT (0.037177575 50.94477),2040048790,4.81E-06,1,-0.125615048,0.734095182,Warm
S11670,1989,2006,5,Electrofishing,-0.060813032,0.307750227,0.040584217,0.150050637,0.020221676,0.46498571,52.33373,1.166202199,20312889,37,24,163.0550426,0.023046553,0.636767578,1,917.2227783,139.6506958,12.54246393,2.998115683,POINT (1.166202199 52.33373),2040048790,-1.83E-05,0.086410733,-0.084770895,0.734095182,Intermediate
S11675,1989,2018,7,Electrofishing,0,0.089312207,0.011786659,0.391793436,0.022740401,0.192163628,52.35248,1.18932385,20312889,34,24,24.8010972,0.26866423,-4.95686479,0.353545768,781.3187256,127.7933731,12.51663859,3.170776317,POINT (1.18932385 52.35248),2040048790,-2.02E-05,0.035498131,-0.045087765,0.132854956,Intermediate
S11676,1989,2006,4,Electrofishing,-0.101885342,0.571500837,0.040584217,0.150050637,0.020221676,0.46498571,52.35517,1.189517872,20312889,34,24,141.9692007,0.08144298,2.014892578,0.761873395,766.4779053,130.1995544,12.54246393,2.998115683,POINT (1.189517872 52.35517),2040048790,-2.79E-05,0.089429359,0.091826009,0.734095182,Intermediate
S1463,1997,2018,18,Electrofishing_backpack,0,0.574195106,0.031596544,0.048398223,-0.060481519,0.843523279,56.96196,13.06128,20215730,118,24,0.515216827,0.055179616,0.049755186,0.127836729,5.837973118,0.405352682,9.641309986,26.9964571,POINT (13.06128 56.96196),2040031500,-4.18E-07,0.82021675,0,1,Intermediate
S2831,1997,2018,12,Electrofishing_backpack,0,0.045494882,0.023478989,0.236289165,-0.017292984,0.707823746,57.74415,14.3023,20201459,212,24,4.791091919,0.498564387,-0.165831238,0.214713301,101.2351761,1.46620512,8.172489477,5.630887391,POINT (14.3023 57.74415),2040031500,-4.94E-07,0.537133857,,,Cold
S4706,1990,2017,19,Electrofishing_partialsection,0,0.698899042,0.010622019,0.489265087,-0.000121116,0.704535966,48.22834,0.674224626,20420350,118,24,-13.06502943,0.417930233,-4.78257282,0.243762192,727.6328125,70.83562469,13.90668312,1.366099971,POINT (0.674224626 48.22834),2040021030,-1.50E-05,0.001006714,-0.022048599,0.29391717,Warm
S5272,2003,2017,7,Electrofishing,0.367573522,0.166962784,-0.023376215,0.692180773,0.091961467,0.133989658,52.04216,-1.6204412,20321546,79,24,61.2515625,0.488422317,13.11209384,0.322299596,787.7532959,128.2747345,11.93816787,2.406382123,POINT (-1.6204412 52.04216),2040048790,3.06E-06,0.229556214,-0.007257057,1,Intermediate
S5867,2001,2011,4,Electrofishing,0,0.696760783,-0.048068253,0.640428787,-0.013444033,0.640752685,51.04196,-1.759635362,20347496,61,24,66.26063368,0.533416513,6.320777893,0.161124949,588.038147,35.17589951,12.3869126,4.833024764,POINT (-1.759635362 51.04196),2040048790,-4.24E-06,0.734095182,0.06788533,1,Intermediate
S6687,1989,2001,5,Electrofishing,0,0.637618091,-0.01415591,0.42771051,0.391824293,0.113870046,52.98158,-1.879316934,20297548,137,24,-44.53130425,0.502158252,-14.66361737,0.42771051,890.6466064,83.98758698,11.28916574,9.58425117,POINT (-1.879316934 52.98158),2040048790,-2.08E-05,0.220671362,-0.219804684,0.296269871,Intermediate
S7323,1999,2018,16,Electrofishing_backpack,0,0.583489954,0.014102055,0.346764184,-0.110106571,0.474212712,64.88083,20.77085,20074025,116,24,0.147918701,0.922462067,-0.042536557,0.721176307,166.5455017,0.264223009,5.907317792,22.74365679,POINT (20.77085 64.88083),2040030110,1.26E-06,0.620425294,0.0850461,0.189549514,Cold
S9385,1992,2016,12,Electrofishing,0,0.953343524,-0.003446978,0.907038481,0.039924832,0.433344367,52.76508,-2.638706247,20302386,65,24,35.08837891,0.154257512,-10.28783417,0.000169812,787.0245972,63.60369492,11.01997312,4.957277578,POINT (-2.638706247 52.76508),2040048790,-7.50E-06,0.064103577,-0.077572225,0.119470987,Intermediate
S9522,1995,2016,4,Electrofishing,0,0.631578947,-0.008954958,0.366879601,0.229990788,0.158891334,54.13681,-2.717197586,20269074,77,24,-54.0503976,0.337694976,-7.128120422,0.09066966,317.2285767,19.7254715,9.695769564,24.18712742,POINT (-2.717197586 54.13681),2040048790,-1.44E-07,1,-0.113846101,0.296269871,Intermediate
S9596,1992,2018,7,Electrofishing,0,0.168928201,0.005030953,0.646498439,-0.003731358,0.978541073,54.20714,-2.754951382,20266727,26,24,-18.38659668,0.707478728,-9.725109863,0.10393711,543.3108521,44.73049927,9.788548725,3.014574785,POINT (-2.754951382 54.20714),2040048790,-2.10E-06,0.035498131,0.072727273,0.734095182,Intermediate
S9624,1992,2018,5,Electrofishing,0,0.499837904,0.005030953,0.646498439,-0.003731358,0.978541073,54.20791,-2.765023331,20266727,26,24,-18.38659668,0.707478728,-9.725109863,0.10393711,543.3108521,44.73049927,9.788548725,3.014574785,POINT (-2.765023331 54.20791),2040048790,-1.74E-06,0.220671362,-0.000249466,1,Intermediate
S9728,1985,2014,10,Electrofishing,0,0.226620453,0.018963436,0.143477082,0.026194327,0.506953126,52.26845,-2.842562794,20315794,136,24,12.4055447,0.198948101,-0.226876831,1,361.4145203,51.06010818,11.00527948,3.86654903,POINT (-2.842562794 52.26845),2040048790,-1.63E-06,0.152406284,0.105263158,0.296269871,Intermediate
S7231,2003,2013,5,Electrofishing_backpack,0,0.948920373,0.022622697,0.350201389,1.273741008,0.319907148,62.20388,27.7179,20126423,86,24.077059,0.326293945,0.640428787,-0.029699802,0.436274929,150.3540192,0.289196461,6.326049436,28.46642572,POINT (27.7179 62.20388),2040028310,-1.89E-06,0.806495941,,,Cold
S3136,1995,2017,18,Electrofishing_partialsection,0,0.824813781,0.027882244,0.057229636,-0.015930808,0.770295198,49.8313,0.627728847,20378598,59,24.181484,91.8996582,0.015108741,-4.255627441,0.013043371,651.559021,19.60154343,13.36046086,3.287117525,POINT (0.627728847 49.8313),2040022160,-3.78E-06,0.08144298,0.014265954,0.652218633,Warm
S7830,1998,2008,4,Electrofishing_backpack,0,0.624176986,0.039000529,0.042960146,-0.547549505,0.73007723,66.03091,17.90329,20053699,425,24.20943,0.017862956,0.042960146,-7.21E-05,1,159.4984131,0.000488797,3.805424616,108.3485315,POINT (17.90329 66.03091),2040030110,-2.06E-06,0.734095182,,,Cold
S497,1999,2018,12,Electrofishing_backpack,0,0.708118637,0.050694086,0.008589179,-0.012216056,0.721195389,56.21014,14.9484,20229512,33,24.225245,-3.257192438,0.229969078,-0.069216774,0.974117747,114.7485809,9.448885918,10.3184174,2.654337335,POINT (14.9484 56.21014),2040031500,-5.87E-07,0.450670285,-0.052709514,0.613354356,Intermediate
S807,2000,2016,11,Electrofishing,0.198270626,0.589065701,-0.018682578,0.592301281,0.052227212,0.407768045,53.91096,-0.383245659,20274400,2,24.25,4.606054688,0.967142331,-4.004236395,0.343419487,1132.083008,54.57209778,11.74825771,6.637415763,POINT (-0.383245659 53.91096),2040048790,-7.01E-06,0.212911903,0.042479273,1,Intermediate
S5972,2005,2015,7,Electrofishing_partialsection,0,0.443836309,0.026061117,0.640428787,1.454544458,0.030019673,45.05945,4.778269592,20502477,307,24.252228,-47.50224609,0.161124949,-4.816467285,0.086768173,256.6862183,4.611841202,12.90876282,28.99301519,POINT (4.778269592 45.05945),2040016230,6.41E-06,0.367520738,0.037766551,0.763890593,Warm
S4684,1985,2017,21,Electrofishing_partialsection,-0.283280941,0.121757893,0.01491676,0.394107149,-1.179555694,0.588453614,47.39273,-0.860737195,20443836,24,24.257507,15.15591431,0.003082059,-1.912624113,0.394107149,317.616272,76.29364014,18.12346547,779.8733971,POINT (-0.860737195 47.39273),2040021030,-2.27E-05,2.06E-05,0.021266736,0.450295153,Warm
S3163,1989,2006,15,Electrofishing_partialsection,0,0.389236221,0.030760485,0.404670244,-0.07554589,0.792412679,49.11794,1.64369632,20395995,76,24.258657,3.035563151,0.939613698,-3.831705093,0.129745046,572.4388428,21.48442841,13.31021044,20.15407374,POINT (1.64369632 49.11794),2040022150,-3.06E-05,0.000113388,0.129178074,0.022821504,Warm
S1248,1984,2018,7,Electrofishing_backpack,0.130586637,0.032547327,0.033665641,0.001962085,0.053106118,0.504063977,56.75663,12.95935,20219921,44,24.342464,0.507339478,0.005377906,-0.005044333,0.589435381,6.213505745,0.282524109,9.706990412,19.17433822,POINT (12.95935 56.75663),2040031500,-1.04E-05,0.035498131,-0.027180362,0.734095182,Intermediate
S5235,1986,2017,29,Electrofishing_wholesection,0,0.327627815,0.022621389,0.024190696,-0.115983055,0.421140595,43.24452,6.000062518,20541444,305,24.359945,12.14862354,0.685175185,-4.748713927,9.54E-08,1065.14917,14.29094505,15.94109413,16.9428736,POINT (6.000062518 43.24452),2040016230,-6.51E-06,3.04E-07,0.017619378,0.38075265,Warm
S3208,2007,2017,6,Electrofishing_partialsection,0,0.931463301,0.077774012,0.350201389,0.259687707,0.55206435,49.1144,1.208875148,20395653,62,24.436966,22.98786272,0.755496875,-1.401138306,0.876269664,750.8144531,13.12151814,13.94262006,14.9697485,POINT (1.208875148 49.1144),2040022150,3.68E-06,0.707114231,-0.082445851,0.132854956,Warm
S8928,1986,2017,11,Electrofishing,0,0.364997551,0.013130308,0.263167757,-0.004075356,0.847727381,51.99673,-2.436847702,20324141,49,24.450489,0.229215495,0.987061709,-5.360743205,0.115719755,700.4492188,90.39957428,11.56790014,3.913844169,POINT (-2.436847702 51.99673),2040048790,-2.99E-06,0.436274929,0.016013133,0.848311703,Intermediate
S11568,1989,2018,6,Electrofishing,0,0.860583064,0.010219602,0.317747348,0.007246101,0.541193048,52.27473,0.853860606,20314657,47,24.5,105.4131303,0.010196054,-7.870629883,0.211711832,1037.141235,129.7788391,12.34318228,4.668360357,POINT (0.853860606 52.27473),2040048790,-1.33E-05,0.060289174,-0.057435094,0.089429359,Intermediate
S11622,1986,2018,21,Electrofishing,0,0.601784951,0.027973589,0.02274573,-0.003298677,0.984625711,52.72013,1.036313642,20303436,34,24.5,33.17895166,0.02274573,-3.226929553,0.220930121,537.0386353,76.57668304,12.26199916,3.29979615,POINT (1.036313642 52.72013),2040048790,-6.78E-06,0.008610787,-0.090568167,0.002289259,Intermediate
S11636,1987,2017,7,Electrofishing,0.175,0.030041881,0.023135344,0.095783373,0.014468097,0.372685277,52.62386,1.061251822,20305922,38,24.5,37.78759766,0.08298295,-6.198721749,0.071605181,762.2796021,99.9740448,12.31468165,2.969394096,POINT (1.061251822 52.62386),2040048790,-3.75E-06,0.071505416,-0.089731478,0.367520738,Intermediate
S11664,1986,2003,5,Electrofishing,0,0.126330847,0.072788517,0.040815848,0.030631933,0.599785681,52.70338,1.149725279,20304782,27,24.5,26.7833252,0.544486057,-14.2033844,0.08144298,538.3948975,61.94523239,12.2685861,2.405120583,POINT (1.149725279 52.70338),2040048790,-8.72E-05,0.086410733,-0.071176846,0.806495941,Intermediate
S11706,1989,2011,7,Electrofishing,-0.208298895,0.090719501,0.015758059,0.597354195,0.020221676,0.337636305,52.37016,1.253178007,20312889,40,24.5,50.15195313,0.153820822,-4.874081082,0.561220207,716.5898438,131.3074951,12.51013864,3.075010657,POINT (1.253178007 52.37016),2040048790,-2.37E-05,0.035498131,-0.076930723,0.133128484,Intermediate
S12228,2001,2016,12,Electrofishing_backpack,0,0.512664044,0.007411874,0.752641983,0.385896452,0.04627688,63.89945,24.00708,20097300,77,24.5,-0.995532808,0.344417523,-0.064544643,0.191670591,173.06073,0.48753944,6.874914458,12.46961921,POINT (24.00708 63.89945),2040028670,-1.22E-06,0.335908593,,,Cold
S135,2001,2017,7,Electrofishing,0,0.962099296,-0.005707228,0.836819705,-0.002282196,0.501474871,51.01357,-0.038163654,20348442,48,24.5,241.4947917,0.201612324,4.809060434,0.710835925,2188.827148,45.22205353,12.51741016,2.674843905,POINT (-0.038163654 51.01357),2040048790,1.21E-06,1,0.041615658,0.548005572,Intermediate
S1468,1997,2017,20,Electrofishing_partialsection,0,0.599466595,0.010736415,0.650581987,-0.042335142,0.930319471,47.0737,5.165636186,20454435,181,24.5,42.07336426,0.138966894,2.820014318,0.48735039,503.1033325,34.00489426,13.90428355,139.0080793,POINT (5.165636186 47.0737),2040016230,-1.16E-05,0.001649011,0.039018877,0.029722635,Warm
S1654,2000,2018,11,Electrofishing_backpack,0,0.287304844,0.045305509,0.107542829,-0.071797147,0.422342635,57.15943,16.0336,20212333,79,24.5,2.6734375,0.234239263,0.14632049,0.363020385,30.43146706,2.135238886,10.37056404,10.40881896,POINT (16.0336 57.15943),2040031500,-1.22E-06,0.755496875,0.04658269,0.613354356,Intermediate
S1676,1988,2017,16,Electrofishing,0,0.55318557,0.004477183,0.77529443,-0.012182602,0.984155549,52.16285,-0.633027126,20318685,69,24.5,55.57942708,0.372365302,-6.280901457,0.000134548,2584.411621,52.55035019,12.36050461,11.74429385,POINT (-0.633027126 52.16285),2040048790,-1.48E-05,0.00037543,-0.008126406,0.964089361,Intermediate
S1831,1994,2017,19,Electrofishing_partialsection,-0.231055344,0.054128103,0.006137962,0.602441686,-0.026325516,0.498912316,47.78194,-2.398947725,20432499,49,24.5,25.10793235,0.070183985,6.294603075,0.014063557,239.8273163,15.89350605,13.96737273,2.613448536,POINT (-2.398947725 47.78194),2040021040,-1.56E-05,0.000358992,-0.015875593,0.484107538,Warm
S1875,1989,2018,14,Electrofishing_backpack,0,0.068159471,0.022686032,0.03228019,0.035025696,0.587518827,57.30165,13.48992,20210026,186,24.5,0.644501209,0.116412615,-0.130345038,0.011295346,8.284110069,0.595926106,8.932641781,14.66333477,POINT (13.48992 57.30165),2040031500,-1.16E-06,0.273561412,0,1,Intermediate
S2389,2007,2017,6,Electrofishing_partialsection,0.181369063,0.519690038,0.085466345,0.275757848,-0.610977918,0.979039185,47.00607,2.027509165,20455819,134,24.5,27.94995117,0.755496875,-3.233451843,0.640428787,505.8443604,31.47213554,14.23226136,44.58581071,POINT (2.027509165 47.00607),2040021030,6.45E-06,0.707114231,-0.095966423,0.47010076,Warm
S2560,1994,2017,10,Electrofishing_partialsection,0.153093109,0.366454188,0.031502925,0.078219345,-0.156948609,0.074944258,49.34036,4.872091792,20389986,145,24.5,6.413094569,0.157405664,1.331393203,0.503037013,299.7112732,25.24612427,12.68871831,4.772948268,POINT (4.872091792 49.34036),2040022150,-4.23E-06,0.591505037,-0.018170927,0.591505037,Intermediate
S3391,2001,2018,16,Electrofishing,0.409530078,0.008095459,0.003048204,0.939613698,-0.006979561,0.74963958,51.10732,-1.196069133,20346118,95,24.5,-14.64648438,0.879572789,-9.307739258,0.255818049,1376.552734,104.1520309,12.23429553,2.098432191,POINT (-1.196069133 51.10732),2040048790,5.05E-06,0.052871593,-0.044474578,0.134188865,Intermediate
S4052,2002,2017,14,Electrofishing,-0.46045546,0.007899716,-0.021105805,0.558350909,0.028742473,0.664922523,53.97607,-1.400775516,20272132,32,24.5,-107.5646973,0.16280545,-14.73393631,0.0216674,1658.323975,66.49913025,10.92174286,9.914967388,POINT (-1.400775516 53.97607),2040048790,-1.04E-05,0.006195622,0.045621143,0.511220345,Intermediate
S4110,2002,2017,11,Electrofishing,0.315550451,0.150559656,-0.007146065,0.620425294,0.062105168,0.38629688,51.74561,-1.425379019,20330284,68,24.5,-60.86127447,0.392314347,-9.327038398,0.03433985,1129.253418,68.8802948,12.00759226,3.074543012,POINT (-1.425379019 51.74561),2040048790,1.39E-06,0.755496875,-0.040972082,0.533416513,Intermediate
S4350,1994,2006,11,Electrofishing_wholesection,0,0.323088151,0.026805063,0.42771051,0.035814308,0.285211582,42.73806,1.793430488,20554132,896,24.5,9.563708496,0.360121648,0.057237477,0.951352131,69.99160004,4.929394245,7.942471085,1.32387754,POINT (1.793430488 42.73806),2040020320,-3.70E-06,0.042960146,,,Cold
S444,1994,2006,13,Electrofishing_wholesection,0.356291179,0.199496213,0.027599827,0.42771051,-0.221439615,0.411145281,44.31519,0.090927945,20518239,84,24.5,43.34066627,0.42771051,6.12147947,0.669334014,366.8691406,42.38745117,14.36851878,14.24366424,POINT (0.090927945 44.31519),2040020320,-6.15E-06,0.200128118,-0.061310834,0.360121648,Warm
S7839,1998,2008,4,Electrofishing_backpack,0,0.774506192,0.051053103,0.042960146,-1.015601474,0.785874503,66.05587,17.80112,20051978,424,24.5,0.019714355,0.042960146,-0.000107633,0.640428787,159.4622803,0.000419984,3.875677407,121.3222892,POINT (17.80112 66.05587),2040030110,-4.38E-06,0.734095182,,,Cold
S7844,1998,2008,4,Electrofishing_backpack,0,0.624176986,0.051053103,0.042960146,-1.015601474,0.785874503,66.06142,17.8157,20051978,425,24.5,0.019714355,0.042960146,-0.000107633,0.640428787,159.4622803,0.000419984,3.875677407,121.3222892,POINT (17.8157 66.06142),2040030110,-2.06E-06,0.734095182,,,Cold
S7846,1998,2008,4,Electrofishing_backpack,0,0.774506192,0.051053103,0.042960146,-1.015601474,0.785874503,66.06352,17.81255,20051978,425,24.5,0.019714355,0.042960146,-0.000107633,0.640428787,159.4622803,0.000419984,3.875677407,121.3222892,POINT (17.81255 66.06352),2040030110,-3.59E-06,0.734095182,,,Cold
S8598,1994,2014,4,Electrofishing,0.1,0.144832798,-0.012861725,0.525992486,0.053116945,0.44302027,53.94336,-2.250282342,20272762,142,24.5,16.41830241,0.832591968,-2.45806675,0.450295153,368.0923157,13.10898876,9.924463382,6.610565022,POINT (-2.250282342 53.94336),2040048790,1.16E-06,0.308179547,-0.249563902,0.296269871,Intermediate
S8615,1998,2018,8,Electrofishing,0,0.906148548,0.006570425,0.879987856,-0.082726639,0.55571269,52.12979,-2.253074145,20319266,28,24.5,-6.398014323,0.927817769,1.939226278,0.650581987,869.8171387,36.08470154,12.13599222,9.851790653,POINT (-2.253074145 52.12979),2040048790,1.84E-07,1,,,Intermediate
S8625,1992,2006,4,Electrofishing,-0.205162952,0.275921649,0.077227014,0.017530703,-0.041694525,0.935711259,52.26757,-2.259324553,20316008,46,24.5,14.97064887,0.843085229,-3.424350739,0.322299596,603.0502319,19.99022865,12.0666998,16.58049756,POINT (-2.259324553 52.26757),2040048790,-2.14E-05,0.089429359,0.015754127,0.734095182,Intermediate
S872,1994,2017,20,Electrofishing_partialsection,0,0.816012908,0.012632011,0.568337762,0.157580119,0.269646116,45.67511,3.630142619,20488571,532,24.5,20.52138265,0.002688006,2.132868816,0.021065444,57.15567017,9.392234802,11.03797738,8.692901032,POINT (3.630142619 45.67511),2040021030,-4.48E-06,0.034955073,0.007157954,0.871131492,Intermediate
S8783,1993,2012,6,Electrofishing,-0.288942798,0.029527446,-0.007770814,0.922462067,0.360688323,0.208745118,52.38424,-2.339346572,20313108,91,24.5,38.39382595,0.144292055,-1.655080886,0.871131492,473.0708618,41.11663437,11.51726947,41.01857797,POINT (-2.339346572 52.38424),2040048790,-8.02E-06,0.060289174,0.012331627,1,Intermediate
S8966,2002,2016,13,Electrofishing,0,0.007169578,-0.030438185,0.428480419,0.108777528,0.215296375,54.52828,-2.449668366,20260036,163,24.5,-4.529907227,0.620690717,-4.103691101,0.428480419,144.317276,12.07895279,9.323242356,4.72115856,POINT (-2.449668366 54.52828),2040048790,-1.52E-06,0.012371581,0.054882709,0.192616274,Intermediate
S12300,2002,2014,11,Electrofishing_backpack,0,0.555960107,-0.014797554,0.502158252,1.706046843,0.015300648,65.14427,25.69297,20068856,44,24.592896,-2.571985881,0.669334014,-0.064238483,0.502158252,195.6147614,0.476563185,5.905687085,22.18245132,POINT (25.69297 65.14427),2040029950,-5.83E-06,0.350201389,-0.003787879,1,Cold
S1774,1984,2004,14,Electrofishing_wholesection,0,0.64691173,0.011920846,0.48735039,-8.58E-05,0.624218872,48.46935,-4.21567037,20412699,77,24.603397,7.165916603,0.566142728,-0.478678874,0.650581987,203.2097015,11.68918324,13.32614838,1.532704729,POINT (-4.21567037 48.46935),2040021040,-2.08E-05,0.003114308,-0.03931485,0.062698116,Warm
S1489,1995,2018,12,Electrofishing_backpack,0,0.526647723,0.039861527,0.006857631,0.037054248,0.691844167,56.97577,12.65635,20215514,37,24.610912,1.592810567,0.130262239,0.338036696,0.47193904,16.56530571,2.198547602,9.919069305,23.0176077,POINT (12.65635 56.97577),2040031500,4.65E-08,0.945329871,-0.01186474,0.2104977,Intermediate
S5,1987,2017,30,Electrofishing_partialsection,0,0.184639284,0.026053868,0.01438575,-2.086610136,0.371414665,48.3125,7.713469027,20417137,156,24.681484,-23.72747803,0.052673076,-4.236003876,5.82E-07,644.8216553,13.18130016,12.3312989,1127.461589,POINT (7.713469027 48.3125),2040023010,-2.28E-05,4.86E-09,-0.056639292,0.001027999,Intermediate
S8947,1992,2015,5,Electrofishing,0,0.25863283,-0.000709549,0.980210979,-0.08851683,0.861055962,51.83368,-2.441130373,20328853,34,24.695114,-4.926527235,0.980210979,-9.515606689,0.039516713,646.0202637,68.22583771,12.01251054,48.05788031,POINT (-2.441130373 51.83368),2040048790,-2.33E-06,0.027486336,-0.108476856,0.540291375,Intermediate
S4323,1994,2017,21,Electrofishing_wholesection,-0.30429031,0.052009434,0.013162786,0.47193904,-0.028722751,0.477051257,44.70606,1.377396141,20510793,222,24.728224,10.32316589,0.503037013,-1.129076004,0.784969727,333.2232971,54.92868042,13.15356535,8.083917081,POINT (1.377396141 44.70606),2040020320,-4.19E-06,0.000802711,0.012592097,0.58955179,Warm
S11121,1985,2000,6,Electrofishing,0,0.326164235,0.037900011,0.079109215,0.107527476,0.262970321,50.47253,-4.769713839,20362023,70,24.740398,5.222621663,0.558350909,-2.441990217,0.16280545,168.3792877,3.982131481,11.92186439,9.138325341,POINT (-4.769713839 50.47253),2040048790,-6.38E-06,0.132854956,-0.027917423,0.314062579,Intermediate
S1448,2002,2017,14,Electrofishing_backpack,0,0.267699966,0.029950552,0.499461203,-0.024805096,0.846479462,56.97817,16.32161,20215294,38,24.75,,,,,,,10.69150674,10.09902455,POINT (16.32161 56.97817),2040031500,-2.02E-06,0.324423691,-0.038461538,0.426776737,Intermediate
S2335,1989,2017,16,Electrofishing_backpack,0,0.020924823,0.007975287,0.284975268,0.161559098,0.0194794,57.51794,12.73936,20205778,84,24.757507,1.130729626,0.110838581,-0.212862051,0.002231439,13.34550285,0.701672196,9.430321295,9.807348998,POINT (12.73936 57.51794),2040031500,-4.43E-07,0.343437436,,,Intermediate
S9043,1992,2013,9,Electrofishing,0,0.706668869,-0.009047406,0.693011886,-0.04004061,0.717692572,51.78298,-2.48693633,20328853,119,24.763931,12.4906684,0.955026455,-10.11890793,0.055179616,961.421875,58.73908615,11.996961,48.2916714,POINT (-2.48693633 51.78298),2040048790,-2.17E-06,0.602167528,0.064321494,0.433003403,Intermediate
S9045,1995,2013,9,Electrofishing,0,0.532952455,-0.031002956,0.183698986,0.170004968,0.439293737,51.77832,-2.487393465,20328853,92,24.763931,16.90561523,0.888705591,-7.111532593,0.29391717,945.7472534,56.19330978,12.04112007,47.83833271,POINT (-2.487393465 51.77832),2040048790,-2.29E-06,0.047603955,0,0.133614403,Intermediate
S1406,1993,2015,18,Electrofishing_backpack,0,0.316914419,0.042223251,0.057229636,0.039180758,0.650860694,56.93885,16.42061,20215431,7,24.792892,-1.100753784,0.34171788,-0.474705458,0.000875606,253.9157257,12.96795082,10.61497293,9.029588775,POINT (16.42061 56.93885),2040031500,-4.46E-06,0.005063754,0.087543974,0.180765135,Intermediate
